x_m,y_m,w_tr_right_m,w_tr_left_m
-3.088025417312294394e+02,-1.531852695241649656e+02,9.915547011964633839e+00,9.915547011964612523e+00
-3.101603794030231711e+02,-1.541623724291609392e+02,9.494017455743254175e+00,9.494017455743255951e+00
-3.116743673909004428e+02,-1.550023321249881292e+02,9.110869028326058938e+00,9.110869028326034069e+00
-3.133585425321423941e+02,-1.556624822691595682e+02,8.821414459927698459e+00,8.821414459927723328e+00
-3.151556131776121674e+02,-1.561318041041070046e+02,8.656768100406216249e+00,8.656768100406186051e+00
-3.170041592712473175e+02,-1.564531737961189890e+02,8.607750504867444974e+00,8.607750504867414776e+00
-3.188585670258218556e+02,-1.567502242668842314e+02,8.581966017483612319e+00,8.581966017483589226e+00
-3.207078957322863175e+02,-1.570703177252315754e+02,8.535173553295942739e+00,8.535173553295917870e+00
-3.225598076780242991e+02,-1.573741468903355099e+02,8.486602120869429555e+00,8.486602120869397581e+00
-3.244208907394360608e+02,-1.576256484650377274e+02,8.462232946735261052e+00,8.462232946735261052e+00
-3.262889424627679773e+02,-1.578284782199932010e+02,8.471542784826604944e+00,8.471542784826612049e+00
-3.281582460300039656e+02,-1.580202316368340121e+02,8.498893602711140360e+00,8.498893602711151019e+00
-3.300255123984971988e+02,-1.582304562227357110e+02,8.531578779685398572e+00,8.531578779685432323e+00
-3.318910851726738542e+02,-1.584550700286829397e+02,8.566452216257715691e+00,8.566452216257738783e+00
-3.337563567080164830e+02,-1.586823031080425608e+02,8.600204515102831238e+00,8.600204515102806369e+00
-3.356225430092760007e+02,-1.589022653384549812e+02,8.629405136277755517e+00,8.629405136277778610e+00
-3.374896968685415573e+02,-1.591140035498817156e+02,8.656493617279787500e+00,8.656493617279764408e+00
-3.393573570903255359e+02,-1.593209608682481075e+02,8.687267641142643271e+00,8.687267641142620178e+00
-3.412250318547167467e+02,-1.595265872144715331e+02,8.727323849651416054e+00,8.727323849651392962e+00
-3.430921971165892046e+02,-1.597351637183533057e+02,8.775697908498479194e+00,8.775697908498456101e+00
-3.449580796697291021e+02,-1.599550150096915786e+02,8.823446917270947765e+00,8.823446917270947765e+00
-3.468220565579580352e+02,-1.601918126540659841e+02,8.863559575614567976e+00,8.863559575614624819e+00
-3.486845950389835025e+02,-1.604405289233911560e+02,8.896510282309037621e+00,8.896510282309037621e+00
-3.505472862041968369e+02,-1.606885470669280380e+02,8.920618915136616423e+00,8.920618915136639515e+00
-3.524120862403171941e+02,-1.609196472449954740e+02,8.931682187974372411e+00,8.931682187974363529e+00
-3.542818968776914517e+02,-1.611028666022144762e+02,8.929631736361807626e+00,8.929631736361773875e+00
-3.561577550049067327e+02,-1.611942171123768617e+02,8.906482701023929138e+00,8.906482701023906046e+00
-3.580262733428835418e+02,-1.612455512362501793e+02,8.781588349181618014e+00,8.781588349181584263e+00
-3.598750333976568641e+02,-1.612605822936467916e+02,8.539147226564196558e+00,8.539147226564196558e+00
-3.617135795366680213e+02,-1.611216001024200182e+02,8.262439031997098837e+00,8.262439031997040217e+00
-3.635247979583144797e+02,-1.608845416282154588e+02,7.913736207728636174e+00,7.913736207728620187e+00
-3.652950578987311587e+02,-1.605845530947008797e+02,7.469761959043723643e+00,7.469761959043723643e+00
-3.670159879327040358e+02,-1.602031936300127200e+02,6.943343639563651415e+00,6.943343639563670955e+00
-3.686743487277770441e+02,-1.595257244138121564e+02,6.476283752745672473e+00,6.476283752745691125e+00
-3.700472888329607031e+02,-1.582776209416707047e+02,6.387563232663596935e+00,6.387563232663621804e+00
-3.708204831823939003e+02,-1.566378049203141813e+02,6.809634775496976822e+00,6.809634775496959058e+00
-3.712640619419943278e+02,-1.549240604774673784e+02,7.372574188732738065e+00,7.372574188732754941e+00
-3.715386847935548076e+02,-1.531860934699945176e+02,7.943937634446402996e+00,7.943937634446449181e+00
-3.716738896594295056e+02,-1.514235197739578780e+02,8.483244465146151825e+00,8.483244465146167812e+00
-3.717067368987816280e+02,-1.496271908044901693e+02,8.940117286361637383e+00,8.940117286361637383e+00
-3.716385442631171827e+02,-1.478005763142073477e+02,9.291081548679647639e+00,9.291081548679647639e+00
-3.714468305596640221e+02,-1.459585705394470665e+02,9.532577906135148993e+00,9.532577906135086820e+00
-3.711183624580962714e+02,-1.441196930248801777e+02,9.671020784991000596e+00,9.671020784991000596e+00
-3.706726022998673216e+02,-1.422973773415744745e+02,9.726888137483701513e+00,9.726888137483662433e+00
-3.701345096228878901e+02,-1.404973160058145254e+02,9.720237073862319832e+00,9.720237073862369570e+00
-3.695417141192474446e+02,-1.387143710260077967e+02,9.678766326673869713e+00,9.678766326673869713e+00
-3.689476971977352378e+02,-1.369317894161766560e+02,9.639713002303688327e+00,9.639713002303738065e+00
-3.683904219011939176e+02,-1.351372989665713362e+02,9.628613351125789421e+00,9.628613351125776987e+00
-3.678525851071904071e+02,-1.333370349993376465e+02,9.629997418283931410e+00,9.629997418283931410e+00
-3.673019942370953004e+02,-1.315404747431220756e+02,9.619700062775857319e+00,9.619700062775864424e+00
-3.667156910625496948e+02,-1.297553212914526455e+02,9.582823388321468627e+00,9.582823388321525471e+00
-3.661033098674673738e+02,-1.279793139914214635e+02,9.529620243753502251e+00,9.529620243753502251e+00
-3.654811401393230312e+02,-1.262067575119731373e+02,9.474902287678622415e+00,9.474902287678627744e+00
-3.648652293037007439e+02,-1.244316634279418281e+02,9.432976723883330195e+00,9.432976723883285786e+00
-3.642738948858831236e+02,-1.226480686086154321e+02,9.416454645718651761e+00,9.416454645718644656e+00
-3.637113067115989224e+02,-1.208555350349126059e+02,9.422604519465945572e+00,9.422604519465886952e+00
-3.631650407496807702e+02,-1.190581184064177904e+02,9.435178478838947669e+00,9.435178478838999183e+00
-3.626209665421338286e+02,-1.172597394231705437e+02,9.437109122204574874e+00,9.437109122204633493e+00
-3.620610592409994979e+02,-1.154659901653733982e+02,9.416820803537405027e+00,9.416820803537348183e+00
-3.614812970196012429e+02,-1.136786943096092557e+02,9.377986528648964537e+00,9.377986528648911246e+00
-3.608888505144428791e+02,-1.118956865556541516e+02,9.332818153490521240e+00,9.332818153490572755e+00
-3.602933496973486740e+02,-1.101136100420143009e+02,9.291470067383114539e+00,9.291470067383119869e+00
-3.597028870340311641e+02,-1.083297155231061453e+02,9.258963122699388038e+00,9.258963122699336523e+00
-3.591164715511843042e+02,-1.065444296527731041e+02,9.233244698981367904e+00,9.233244698981419418e+00
-3.585317946094091894e+02,-1.047585625251157069e+02,9.211194475659896241e+00,9.211194475659844727e+00
-3.579464998635031634e+02,-1.029728973860400743e+02,9.189685156860907256e+00,9.189685156860907256e+00
-3.573591753553916419e+02,-1.011879004299917000e+02,9.166813915737398233e+00,9.166813915737398233e+00
-3.567700667540264590e+02,-9.940349526832412153e+01,9.142477068507920634e+00,9.142477068507920634e+00
-3.561795650789981664e+02,-9.761955653562648649e+01,9.116703052914912675e+00,9.116703052914964189e+00
-3.555880747736173930e+02,-9.583595316847288359e+01,9.089535943866799528e+00,9.089535943866799528e+00
-3.549959903222112416e+02,-9.405255655345533228e+01,9.061007246498697043e+00,9.061007246498697043e+00
-3.544036906494242203e+02,-9.226924260043506365e+01,9.031155568118990118e+00,9.031155568118990118e+00
-3.538114108893563525e+02,-9.048593307399063690e+01,9.000170368572243618e+00,9.000170368572192103e+00
-3.532193201433725562e+02,-8.870256967680678883e+01,8.968363082764019723e+00,8.968363082764071237e+00
-3.526275894803516167e+02,-8.691909251633933309e+01,8.936064939770947291e+00,8.936064939770901105e+00
-3.520363933142645578e+02,-8.513544023582160492e+01,8.903605301534563310e+00,8.903605301534563310e+00
-3.514459068238972463e+02,-8.335155120148611729e+01,8.871316927287454135e+00,8.871316927287454135e+00
-3.508563044673472859e+02,-8.156736437879320079e+01,8.839536364015607717e+00,8.839536364015661007e+00
-3.502677598201983074e+02,-7.978281981885314167e+01,8.808599653008599262e+00,8.808599653008553076e+00
-3.496802399153117449e+02,-7.799792808287118362e+01,8.778682051142022047e+00,8.778682051142073561e+00
-3.490930603487833537e+02,-7.621291903420106451e+01,8.749391293471409980e+00,8.749391293471402875e+00
-3.485055476912164067e+02,-7.442801967336657754e+01,8.720117653969611027e+00,8.720117653969611027e+00
-3.479170610431435762e+02,-7.264344708621393920e+01,8.690207437145215152e+00,8.690207437145167191e+00
-3.473269701745132352e+02,-7.085941714424942006e+01,8.659014095822055168e+00,8.659014095822112012e+00
-3.467346452627986082e+02,-6.907614989992751475e+01,8.625889282477277931e+00,8.625889282477229969e+00
-3.461395700146684931e+02,-6.729383231918272656e+01,8.590275696508934189e+00,8.590275696508879122e+00
-3.455421156342387690e+02,-6.551234790004340880e+01,8.552319407522753991e+00,8.552319407522755768e+00
-3.449429190411356103e+02,-6.373148186680321459e+01,8.512508368283508986e+00,8.512508368283508986e+00
-3.443422055198151384e+02,-6.195114675340811061e+01,8.471669623354575407e+00,8.471669623354571854e+00
-3.437400560146778616e+02,-6.017129839807197556e+01,8.430749805587325341e+00,8.430749805587378631e+00
-3.431365495717037675e+02,-5.839189302432269812e+01,8.390685473968302333e+00,8.390685473968245489e+00
-3.425317540219891157e+02,-5.661289254065138010e+01,8.352429459539616019e+00,8.352429459539616019e+00
-3.419257595815382160e+02,-5.483425646133966325e+01,8.316911705672099586e+00,8.316911705672101363e+00
-3.413187058562682523e+02,-5.305593479255064437e+01,8.285047847422882583e+00,8.285047847422829292e+00
-3.407114156229869195e+02,-5.127765725367547134e+01,8.257195365366417406e+00,8.257195365366415629e+00
-3.401052244293649665e+02,-4.949898393047318024e+01,8.233314099473018288e+00,8.233314099472966774e+00
-3.395034651318827628e+02,-4.771880586244462563e+01,8.215003630897706799e+00,8.215003630897657061e+00
-3.389151604023647906e+02,-4.593423340508119423e+01,8.208537147206014239e+00,8.208537147205959172e+00
-3.383501367250999579e+02,-4.414255294872576485e+01,8.221121230631183607e+00,8.221121230631183607e+00
-3.378020972122576495e+02,-4.234600320531355067e+01,8.247070601923965683e+00,8.247070601924022526e+00
-3.372429821622347390e+02,-4.055255742853073286e+01,8.263349296980168290e+00,8.263349296980111447e+00
-3.366489986993055368e+02,-3.876985394477843982e+01,8.250721033992236997e+00,8.250721033992236997e+00
-3.360268802002691473e+02,-3.699681013021475451e+01,8.215648174339071019e+00,8.215648174339015952e+00
-3.353937423846507500e+02,-3.522778764522922756e+01,8.172979202642277841e+00,8.172979202642224550e+00
-3.347638916081746174e+02,-3.345750477440299875e+01,8.135064708531910327e+00,8.135064708531858813e+00
-3.341438827025423279e+02,-3.168363518472644103e+01,8.107102169528687341e+00,8.107102169528740632e+00
-3.335383788702755510e+02,-2.990474355215641467e+01,8.092169044924837351e+00,8.092169044924784060e+00
-3.329460195611798099e+02,-2.812151958988924605e+01,8.088374957669087095e+00,8.088374957669140386e+00
-3.323607690078624728e+02,-2.633602377690254315e+01,8.089848475739332301e+00,8.089848475739330524e+00
-3.317775009428702333e+02,-2.454987511900801778e+01,8.091346967115642386e+00,8.091346967115695676e+00
-3.311942663196572312e+02,-2.276367545372681889e+01,8.090601259781815102e+00,8.090601259781870169e+00
-3.306093536224498166e+02,-2.097797610862989615e+01,8.086492462082729205e+00,8.086492462082729205e+00
-3.300209194629796912e+02,-1.919338757218739744e+01,8.077989798020020373e+00,8.077989798020071888e+00
-3.294270771175692403e+02,-1.741055792066070040e+01,8.064028558115598599e+00,8.064028558115598599e+00
-3.288260550275235801e+02,-1.563012930172157233e+01,8.043643257553833692e+00,8.043643257553833692e+00
-3.282170254217062961e+02,-1.385245249410881385e+01,8.016688055808858238e+00,8.016688055808858238e+00
-3.275998602335881742e+02,-1.207764279866242063e+01,7.983685804881872627e+00,7.983685804881872627e+00
-3.269744733196101834e+02,-1.030577987850185906e+01,7.946002694777858366e+00,7.946002694777913433e+00
-3.263439020214473203e+02,-8.535756363189944906e+00,7.908156104858388602e+00,7.908156104858443669e+00
-3.257132293963377379e+02,-6.765690849252271377e+00,7.875948814486033456e+00,7.875948814486033456e+00
-3.250884685825519682e+02,-4.993462742784636532e+00,7.852304591309888337e+00,7.852304591309835047e+00
-3.244705774271881182e+02,-3.218814640496309831e+00,7.834259760045274135e+00,7.834259760045274135e+00
-3.238581829041151536e+02,-1.442262492222347037e+00,7.817636438118270803e+00,7.817636438118270803e+00
-3.232497431479972647e+02,3.356480999068299775e-01,7.801225809697630353e+00,7.801225809697630353e+00
-3.226443722642378589e+02,2.114605904551961402e+00,7.785088437284500174e+00,7.785088437284555241e+00
-3.220411662154072019e+02,3.894298643005009275e+00,7.769301027331858123e+00,7.769301027331804832e+00
-3.214392387616629776e+02,5.674423682056497498e+00,7.753948711952297401e+00,7.753948711952244111e+00
-3.208376991647063505e+02,7.454678913821835451e+00,7.739118165533147575e+00,7.739118165533147575e+00
-3.202356565587879231e+02,9.234762744656647371e+00,7.724893164785635591e+00,7.724893164785580524e+00
-3.196322194867921667e+02,1.101437240003123463e+01,7.711363082526563772e+00,7.711363082526561996e+00
-3.190265018505286889e+02,1.279320446932160493e+01,7.698609693340015880e+00,7.698609693340014104e+00
-3.184177708214250515e+02,1.457100469847606306e+01,7.686600653592989829e+00,7.686600653593044896e+00
-3.178067615688160004e+02,1.634802331519768970e+01,7.674686694945355825e+00,7.674686694945410892e+00
-3.171954252172330371e+02,1.812493173794453583e+01,7.662329137846572991e+00,7.662329137846571214e+00
-3.165857744264820894e+02,1.990242273091958225e+01,7.649038044041375883e+00,7.649038044041375883e+00
-3.159798408785391075e+02,2.168118779558353282e+01,7.634315143680739268e+00,7.634315143680794336e+00
-3.153796542887891974e+02,2.346190159825328436e+01,7.617651739636956520e+00,7.617651739636956520e+00
-3.147858261811879288e+02,2.524474584202555860e+01,7.599445969005746093e+00,7.599445969005746093e+00
-3.141927474498196489e+02,2.702784039485099044e+01,7.582756718367139825e+00,7.582756718367084758e+00
-3.135940992814923902e+02,2.880906671919449735e+01,7.569831783505369671e+00,7.569831783505369671e+00
-3.129895795637368110e+02,3.058830771830372797e+01,7.557550287022637647e+00,7.557550287022637647e+00
-3.123815767839809610e+02,3.236636840486920619e+01,7.541518654699929769e+00,7.541518654699927993e+00
-3.117745583263497338e+02,3.414475885254853438e+01,7.520887328689610740e+00,7.520887328689610740e+00
-3.111708959948414304e+02,3.592428253434445651e+01,7.498199968534440707e+00,7.498199968534386528e+00
-3.105717532655430659e+02,3.770533435868937744e+01,7.475923580678705882e+00,7.475923580678649927e+00
-3.099762677120518219e+02,3.948761663658362409e+01,7.454727291360910613e+00,7.454727291360912389e+00
-3.093831998547475450e+02,4.127070955026162835e+01,7.434962292056694011e+00,7.434962292056636279e+00
-3.087912974753102731e+02,4.305419355857250707e+01,7.416965330599431638e+00,7.416965330599430750e+00
-3.081994312378528207e+02,4.483769138197794746e+01,7.400963903462228544e+00,7.400963903462229432e+00
-3.076070871176520996e+02,4.662103003561048808e+01,7.386629864617725083e+00,7.386629864617780150e+00
-3.070139377125225337e+02,4.840409961403119610e+01,7.373446708021255347e+00,7.373446708021255347e+00
-3.064196688869766376e+02,5.018679538204646207e+01,7.360889610443474673e+00,7.360889610443474673e+00
-3.058239503020294023e+02,5.196900715291703676e+01,7.348432398171692803e+00,7.348432398171692803e+00
-3.052265211894033996e+02,5.375064712287241520e+01,7.335600075128288822e+00,7.335600075128288822e+00
-3.046274691557250662e+02,5.553174303796205891e+01,7.322238814865419165e+00,7.322238814865361434e+00
-3.040270186973406226e+02,5.731236871704518876e+01,7.308326166777280086e+00,7.308326166777336041e+00
-3.034254067406874924e+02,5.909260273424887089e+01,7.293843683497470032e+00,7.293843683497469144e+00
-3.028228907320869325e+02,6.087253109598816536e+01,7.278740054535109749e+00,7.278740054535108861e+00
-3.022198187208584272e+02,6.265227080641685120e+01,7.262883824535652622e+00,7.262883824535652622e+00
-3.016165545230145426e+02,6.443194431953037338e+01,7.246132220782838473e+00,7.246132220782838473e+00
-3.010134641076380149e+02,6.621167461805285370e+01,7.228330893986072425e+00,7.228330893986018246e+00
-3.004109078287434613e+02,6.799158232077206776e+01,7.209336072807801088e+00,7.209336072807744245e+00
-2.998091491696583262e+02,6.977175496115901865e+01,7.189092357798691602e+00,7.189092357798634758e+00
-2.992081601447661114e+02,7.155218253070792400e+01,7.167814755057378306e+00,7.167814755057378306e+00
-2.986078586511030153e+02,7.333283763407868605e+01,7.145774658312459060e+00,7.145774658312460836e+00
-2.980081726531390132e+02,7.511369684899918298e+01,7.123241867843844943e+00,7.123241867843786324e+00
-2.974092951875908284e+02,7.689482785273898457e+01,7.100752357151440819e+00,7.100752357151499439e+00
-2.968118270792328417e+02,7.867643685722809721e+01,7.079223414417500138e+00,7.079223414417500138e+00
-2.962164177804500014e+02,8.045874318513813250e+01,7.059604814351320812e+00,7.059604814351319035e+00
-2.956240235681106583e+02,8.224206055205962684e+01,7.042157573918515823e+00,7.042157573918515823e+00
-2.950359642229097403e+02,8.402681369813386425e+01,7.025744070018467902e+00,7.025744070018467902e+00
-2.944555767489982827e+02,8.581406726519111317e+01,7.007179722427022028e+00,7.007179722427021140e+00
-2.938863888045165140e+02,8.760488650887464246e+01,6.983057918384996121e+00,6.983057918385053853e+00
-2.933247927321982047e+02,8.939808491918104494e+01,6.956764164633215231e+00,6.956764164633215231e+00
-2.927649479750756427e+02,9.119185687518452710e+01,6.933890233907259670e+00,6.933890233907316514e+00
-2.922050806831117598e+02,9.298564710309557313e+01,6.915927115137948000e+00,6.915927115137947112e+00
-2.916453690588595009e+02,9.477949322128154108e+01,6.900604051073996104e+00,6.900604051073939260e+00
-2.910854618651305827e+02,9.657327757410502045e+01,6.885040894625760188e+00,6.885040894625759300e+00
-2.905255500565554030e+02,9.836705214465588654e+01,6.866852553112626545e+00,6.866852553112626545e+00
-2.899687420295139759e+02,1.001617813877875278e+02,6.846490846117146312e+00,6.846490846117145423e+00
-2.894190147031746392e+02,1.019586869594969727e+02,6.825611712790119689e+00,6.825611712790119689e+00
-2.888789418146105277e+02,1.037585261835070014e+02,6.806744229080231356e+00,6.806744229080231356e+00
-2.883480425935757694e+02,1.055611022423645267e+02,6.790242982497877833e+00,6.790242982497934676e+00
-2.878241430807037773e+02,1.073657284026303671e+02,6.774760808988100180e+00,6.774760808988099292e+00
-2.873049501467017421e+02,1.091717131921089106e+02,6.758911577506811597e+00,6.758911577506812485e+00
-2.867882100085328148e+02,1.109783944518771364e+02,6.741288743102842318e+00,6.741288743102899161e+00
-2.862716541885098422e+02,1.127851108155712723e+02,6.720480198156597140e+00,6.720480198156597140e+00
-2.857530861958011883e+02,1.145912147330219284e+02,6.695154542125519193e+00,6.695154542125576036e+00
-2.852326978204266652e+02,1.163967588478750628e+02,6.666292487210460749e+00,6.666292487210460749e+00
-2.847143454357018868e+02,1.182028985418056948e+02,6.638496558664918723e+00,6.638496558664917835e+00
-2.842021591496541078e+02,1.200108457238824826e+02,6.616647993977368358e+00,6.616647993977367470e+00
-2.836981904010475546e+02,1.218211395078337063e+02,6.603348164360922645e+00,6.603348164360979489e+00
-2.832011166322965892e+02,1.236333413076548027e+02,6.596201572320894435e+00,6.596201572320894435e+00
-2.827095321506892560e+02,1.254470340492518972e+02,6.592026541851848442e+00,6.592026541851906174e+00
-2.822219964367180864e+02,1.272618209873371740e+02,6.587597175273620209e+00,6.587597175273563366e+00
-2.817370505018491258e+02,1.290773081170748071e+02,6.579638144348098017e+00,6.579638144348042061e+00
-2.812532834706469203e+02,1.308930992338391093e+02,6.564864099535617115e+00,6.564864099535673070e+00
-2.807689040008057191e+02,1.327086710317147720e+02,6.541115302395187570e+00,6.541115302395244413e+00
-2.802854932870781113e+02,1.345244445783839069e+02,6.511960544523592631e+00,6.511960544523535788e+00
-2.798074988843649749e+02,1.363416638266857319e+02,6.484152033361880285e+00,6.484152033361880285e+00
-2.793393192996344396e+02,1.381615034559509070e+02,6.464419502514730631e+00,6.464419502514730631e+00
-2.788805906111444415e+02,1.399837891046240657e+02,6.454778816508834005e+00,6.454778816508834005e+00
-2.784262441937519270e+02,1.418071685808496909e+02,6.451807879399235723e+00,6.451807879399235723e+00
-2.779717080292797959e+02,1.436304948433119364e+02,6.450845474882619612e+00,6.450845474882619612e+00
-2.775142481615591237e+02,1.454530939284014721e+02,6.448788165528397620e+00,6.448788165528397620e+00
-2.770541434016653284e+02,1.472750309155955222e+02,6.445536454763509226e+00,6.445536454763509226e+00
-2.765920062698392599e+02,1.490964558125207873e+02,6.441337494417602727e+00,6.441337494417602727e+00
-2.761284413575820622e+02,1.509175192624343822e+02,6.436419337828731990e+00,6.436419337828731990e+00
-2.756640454925490076e+02,1.527383717552043549e+02,6.431011921013761956e+00,6.431011921013818800e+00
-2.751994193100531447e+02,1.545591658588206769e+02,6.425346868780215104e+00,6.425346868780272835e+00
-2.747348816535402420e+02,1.563799828378566872e+02,6.419375347861604908e+00,6.419375347861605796e+00
-2.742702548915441412e+02,1.582007773078979653e+02,6.412585876987130007e+00,6.412585876987186850e+00
-2.738032744081851888e+02,1.600209685405736764e+02,6.406483983248786984e+00,6.406483983248842051e+00
-2.733279138014592036e+02,1.618389726475502925e+02,6.406373257497276263e+00,6.406373257497333995e+00
-2.728425053225930696e+02,1.636542836608826406e+02,6.413177689383403823e+00,6.413177689383460667e+00
-2.723566991496554692e+02,1.654695114386557293e+02,6.416375406343292731e+00,6.416375406343349574e+00
-2.718810912278368050e+02,1.672874462604575569e+02,6.404418339108493896e+00,6.404418339108548963e+00
-2.714101028190697207e+02,1.691065294333486975e+02,6.382169838281050112e+00,6.382169838281106955e+00
-2.709247324437938005e+02,1.709218706507653565e+02,6.368136468750867252e+00,6.368136468750808632e+00
-2.704214530068002205e+02,1.727323503931605728e+02,6.366010865186563450e+00,6.366010865186621182e+00
-2.699097696793926389e+02,1.745404410420588874e+02,6.371852977236257765e+00,6.371852977236255100e+00
-2.694001127376893123e+02,1.763490612391848629e+02,6.382918137994152197e+00,6.382918137994152197e+00
-2.688993164896864982e+02,1.781601054026392603e+02,6.398717397217294156e+00,6.398717397217352776e+00
-2.684035426654589855e+02,1.799724992159627845e+02,6.417380832344514729e+00,6.417380832344571573e+00
-2.679057651180066841e+02,1.817843630150969716e+02,6.434668655308391827e+00,6.434668655308332319e+00
-2.673993700565019935e+02,1.835939004235842162e+02,6.446038306007050522e+00,6.446038306006991014e+00
-2.668819537815722356e+02,1.854003749081179251e+02,6.449731146609809507e+00,6.449731146609809507e+00
-2.663550500081461223e+02,1.872041269066238556e+02,6.447806502375389215e+00,6.447806502375389215e+00
-2.658204161823155118e+02,1.890056075351613742e+02,6.442545901364868932e+00,6.442545901364924887e+00
-2.652797532195375538e+02,1.908052883375909801e+02,6.436229585770904649e+00,6.436229585770909090e+00
-2.647347721737664870e+02,1.926036667094522556e+02,6.431049696999033394e+00,6.431049696998977439e+00
-2.641876568767514186e+02,1.944013944880599070e+02,6.428746586544196617e+00,6.428746586544196617e+00
-2.636411097429570418e+02,1.961992839407432996e+02,6.430459600502249629e+00,6.430459600502249629e+00
-2.630963811622768844e+02,1.979977088966891756e+02,6.435766729057689872e+00,6.435766729057689872e+00
-2.625523748890238380e+02,1.997963490168243368e+02,6.441836032425777070e+00,6.441836032425748648e+00
-2.620078089045294973e+02,2.015948326825348431e+02,6.445633141522280951e+00,6.445633141522248089e+00
-2.614613235880126467e+02,2.033927508217456648e+02,6.444358143363689173e+00,6.444358143363721148e+00
-2.609122272283889288e+02,2.051898751783444368e+02,6.437649167261216832e+00,6.437649167261240812e+00
-2.603606141059373158e+02,2.069862176653005008e+02,6.426589601779506999e+00,6.426589601779502559e+00
-2.598066128354090552e+02,2.087818094820503347e+02,6.412287868423677040e+00,6.412287868423709014e+00
-2.592503558729109159e+02,2.105766900281966514e+02,6.395873457073038892e+00,6.395873457073043333e+00
-2.586919578153895145e+02,2.123708977625009879e+02,6.378454456214942780e+00,6.378454456214975643e+00
-2.581315346184565556e+02,2.141644741928940618e+02,6.361155919121560309e+00,6.361155919121588731e+00
-2.575692125222824984e+02,2.159574643436730526e+02,6.345090806056998822e+00,6.345090806057031685e+00
-2.570051005675733791e+02,2.177499061780305851e+02,6.331383264643263509e+00,6.331383264643235087e+00
-2.564389388977159570e+02,2.195417157173459088e+02,6.320749262437927563e+00,6.320749262437899141e+00
-2.558697678951271541e+02,2.213325806193290077e+02,6.313162434442444848e+00,6.313162434442450177e+00
-2.552965203807710282e+02,2.231221487505167431e+02,6.308533490445251246e+00,6.308533490445251246e+00
-2.547182327803422197e+02,2.249100939675906261e+02,6.306680917279568810e+00,6.306680917279575027e+00
-2.541346037898715622e+02,2.266963002590357519e+02,6.306731567922877701e+00,6.306731567922871484e+00
-2.535458635104561722e+02,2.284808276458278442e+02,6.307232261301323639e+00,6.307232261301357390e+00
-2.529522824730291291e+02,2.302637526950496181e+02,6.306744196985452078e+00,6.306744196985424544e+00
-2.523541021929003705e+02,2.320451420810945251e+02,6.303830347731082639e+00,6.303830347731061323e+00
-2.517516217302037944e+02,2.338250779941417932e+02,6.297080279035897732e+00,6.297080279035903949e+00
-2.511463117874172895e+02,2.356040411580822536e+02,6.286327094693676898e+00,6.286327094693704431e+00
-2.505407991070943581e+02,2.373829213773231572e+02,6.272937335314390239e+00,6.272937335314383134e+00
-2.499369926086898204e+02,2.391623783613850378e+02,6.259217290168644254e+00,6.259217290168622938e+00
-2.493365294584062326e+02,2.409429771904364372e+02,6.247720984842165315e+00,6.247720984842165315e+00
-2.487396976785906588e+02,2.427248100046251409e+02,6.239604369962876262e+00,6.239604369962876262e+00
-2.481441497348336611e+02,2.445070770833426366e+02,6.233241897438945855e+00,6.233241897438918322e+00
-2.475472434772943586e+02,2.462888887771280508e+02,6.226704942603944914e+00,6.226704942603944914e+00
-2.469463527835720527e+02,2.480693532355640514e+02,6.218063943961407603e+00,6.218063943961407603e+00
-2.463405055833003132e+02,2.498481273292506444e+02,6.207142666079579207e+00,6.207142666079587201e+00
-2.457313901755551342e+02,2.516257845254985455e+02,6.196150196344315297e+00,6.196150196344288652e+00
-2.451213265043267597e+02,2.534031248579112798e+02,6.187091691291382034e+00,6.187091691291362494e+00
-2.445125977539133828e+02,2.551809336922539160e+02,6.181826094997710186e+00,6.181826094997682652e+00
-2.439061449634007772e+02,2.569595241375183150e+02,6.180773647149102601e+00,6.180773647149094607e+00
-2.433017599905641646e+02,2.587388148648401511e+02,6.183160724328076618e+00,6.183160724328103264e+00
-2.426991823307943719e+02,2.605187120475353595e+02,6.188150137154229569e+00,6.188150137154229569e+00
-2.420981600209875637e+02,2.622991289769603895e+02,6.194918661376515701e+00,6.194918661376489055e+00
-2.414984305247098177e+02,2.640799783951350719e+02,6.202627826996290672e+00,6.202627826996247151e+00
-2.408996855436807323e+02,2.658611591537923573e+02,6.210487984389443383e+00,6.210487984389415850e+00
-2.403014418400081240e+02,2.676425110883003526e+02,6.217898281951526940e+00,6.217898281951526940e+00
-2.397031654549368795e+02,2.694238566351125428e+02,6.224312580213074320e+00,6.224312580213074320e+00
-2.391042646532799267e+02,2.712049978658212694e+02,6.229127031587051277e+00,6.229127031587095686e+00
-2.385036347080133794e+02,2.729855620071023168e+02,6.231184883620483284e+00,6.231184883620483284e+00
-2.378999502182981018e+02,2.747650921102996335e+02,6.229108323786493706e+00,6.229108323786539003e+00
-2.372918802017968574e+02,2.765431119844147361e+02,6.221498425186038794e+00,6.221498425185993497e+00
-2.366782733224761444e+02,2.783191854268931138e+02,6.207140970834899463e+00,6.207140970834899463e+00
-2.360608709054013445e+02,2.800938967124754981e+02,6.187895009047158723e+00,6.187895009047178263e+00
-2.354433989422460343e+02,2.818685730946120884e+02,6.167832284042398250e+00,6.167832284042378710e+00
-2.348294038813100713e+02,2.836444903537150140e+02,6.151409164894567461e+00,6.151409164894587001e+00
