s,x,y,psi,kappa,vx,ax
2.218614972932163028e+02,2.671962335180313062e+02,2.125568890779329081e+02,-2.900965973059047354e+00,-5.441272689810226120e-04,3.582973279802241251e+01,4.614670624961688006e+00
2.238602495210831194e+02,2.676715678283182456e+02,2.106153880582292572e+02,-2.901986465358577405e+00,-4.769938379616040685e-04,3.608624279088515152e+01,4.577490146684776384e+00
2.258590017489499360e+02,2.681450069862635246e+02,2.086736114373642579e+02,-2.902874019750292689e+00,-4.111620454303668978e-04,3.633889728679393727e+01,4.540788111307983321e+00
2.278577539768167526e+02,2.686168731257875493e+02,2.067313539581403461e+02,-2.903628863588747500e+00,-3.430397708106694768e-04,3.658780229431190634e+01,4.504552722613943239e+00
2.298565062046835408e+02,2.690874286456785285e+02,2.047886869816342710e+02,-2.904244397411619438e+00,-2.733334176125713755e-04,3.683305914945691484e+01,4.468772681112152867e+00
2.318552584325503574e+02,2.695568776384150738e+02,2.028458811333948688e+02,-2.904746251264077372e+00,-2.288625021217594870e-04,3.707476480049196965e+01,4.433437154318388806e+00
2.338540106604171740e+02,2.700254517516789861e+02,2.009027976194608414e+02,-2.905163015263210191e+00,-1.915885492230038505e-04,3.731301207072944237e+01,4.398535749308064347e+00
2.358527628882839906e+02,2.704932745299029193e+02,1.989595603894081819e+02,-2.905515327104084111e+00,-1.608875575581649136e-04,3.754788990139078209e+01,4.364058487331494263e+00
2.378515151161508072e+02,2.709604712276557166e+02,1.970161864775127469e+02,-2.905803012534270202e+00,-1.269779652495055830e-04,3.777948357634277698e+01,4.329995780306233222e+00
2.398502673440176238e+02,2.714271756110805995e+02,1.950726898642553522e+02,-2.906023158420851793e+00,-9.353054961095269039e-05,3.800787493033826081e+01,4.296338409016017934e+00
2.418490195718844404e+02,2.718935207344528635e+02,1.931290887593175398e+02,-2.906177114678115903e+00,-6.051812515150002924e-05,3.823314254221874364e+01,4.263077502869610846e+00
2.438477717997512570e+02,2.723596243484525417e+02,1.911854585896770686e+02,-2.906264861803387944e+00,-2.728525419308370682e-05,3.845536191438686302e+01,4.230204521082191249e+00
2.458465240276180737e+02,2.728256245725089570e+02,1.892417920867219152e+02,-2.906286209280507293e+00,5.905726942123071089e-06,3.867460563972393572e+01,4.197711235160064724e+00
2.478452762554848618e+02,2.732916528848463145e+02,1.872981095945362142e+02,-2.906241274333808633e+00,3.905569680827921313e-05,3.889094355701082151e+01,4.165589712577312476e+00
2.498440284833516785e+02,2.737578236720651148e+02,1.853545020864897879e+02,-2.906130077705254777e+00,7.220991744576817258e-05,3.910444289580645005e+01,4.133832301549795751e+00
2.518427807112184951e+02,2.742242790570590500e+02,1.834109448487875511e+02,-2.905952624257755801e+00,1.053516521953479001e-04,3.931516841164601317e+01,4.102431616812894255e+00
2.538415329390853117e+02,2.746911503938915757e+02,1.814674579639330716e+02,-2.905708939894457110e+00,1.384797100623488440e-04,3.952318251233876367e+01,4.071380526326365157e+00
2.558402851669521283e+02,2.751585471783510002e+02,1.795241521903250259e+02,-2.905399058515108379e+00,1.715970773632434737e-04,3.972854537607206993e+01,4.040672138831108207e+00
2.578390373948189449e+02,2.756266160942694228e+02,1.775809833673119726e+02,-2.905022993252369012e+00,2.047026268304037646e-04,3.993131506196300506e+01,4.010299792192578927e+00
2.598377896226857615e+02,2.760954886394525261e+02,1.756379704962645576e+02,-2.904580761869095085e+00,2.377946319610682948e-04,4.013154761364020828e+01,3.980257042469737883e+00
2.618365418505525781e+02,2.765652683513388865e+02,1.736952479968107923e+02,-2.904072418988227433e+00,2.708714364376432976e-04,4.032929715638631052e+01,3.950537653656319037e+00
2.638352940784193947e+02,2.770361073619286003e+02,1.717527488337229897e+02,-2.903497970350115587e+00,3.039396392124166452e-04,4.052461598832422851e+01,3.921135588041901432e+00
2.658340463062862113e+02,2.775081371845439548e+02,1.698104915269164223e+02,-2.902857415316980827e+00,3.369978311869128757e-04,4.071755466608814800e+01,3.892044997149962438e+00
2.678327985341530280e+02,2.779814540664370384e+02,1.678686389692705916e+02,-2.902150881989121523e+00,3.699877255210778470e-04,4.090816208538217325e+01,-6.399299323405261752e+00
2.698315507620198446e+02,2.784562176676079730e+02,1.659270926698230539e+02,-2.901378369583741623e+00,4.030603793533534245e-04,4.059429144159328473e+01,-8.428077542554122559e+00
2.718303029898866612e+02,2.789325576494056804e+02,1.639858791323134710e+02,-2.900539577033634409e+00,4.362312385934427237e-04,4.017717287360305534e+01,-8.419432706865830340e+00
2.738290552177534778e+02,2.794105606515410045e+02,1.620451985934717527e+02,-2.899635382497142810e+00,4.685386828153496777e-04,3.975611274200408474e+01,-8.411002690770585488e+00
2.758278074456202376e+02,2.798904060374999858e+02,1.601048656886508752e+02,-2.898665878928380124e+00,5.023637788767378737e-04,3.933097354021887782e+01,-8.402529345833144703e+00
2.778265596734870542e+02,2.803722009206851453e+02,1.581650113741540906e+02,-2.897626169733410251e+00,5.380283526444349946e-04,3.890162375945246964e+01,-8.402190192304118455e+00
2.798253119013538708e+02,2.808560529154621577e+02,1.562255952700258490e+02,-2.896586474251844567e+00,5.021692960850323694e-04,3.846749976786039582e+01,-8.481042367274229221e+00
2.818240641292206874e+02,2.813418381847372984e+02,1.542867175662115358e+02,-2.895619401670380455e+00,4.645296335482985506e-04,3.802427558465637958e+01,-8.560972101300835746e+00
2.838228163570875040e+02,2.818293698079421006e+02,1.523485033247220031e+02,-2.894730603028145666e+00,4.248761794134432246e-04,3.757157182787983629e+01,-8.642124062122112704e+00
2.858215685849543206e+02,2.823186284542404678e+02,1.504103845443436569e+02,-2.893920046518007716e+00,3.861204154547302932e-04,3.710897573596174936e+01,-8.721093793807792593e+00
2.878203208128211372e+02,2.828093451888536265e+02,1.484727922531629929e+02,-2.893187111757913765e+00,3.471757251131143236e-04,3.663623164126709497e+01,-8.799128283546055584e+00
2.898190730406879538e+02,2.833013584451487645e+02,1.465357290813810778e+02,-2.892532384686002267e+00,3.080085003289008915e-04,3.615299315897001975e+01,-8.876249947849206734e+00
2.918178252685547704e+02,2.837946579583108928e+02,1.445986005782557982e+02,-2.891955910758444936e+00,2.687560540418082867e-04,3.565888480639573288e+01,-8.952303025221404198e+00
2.938165774964215871e+02,2.842889513832707280e+02,1.426619200312831595e+02,-2.891458043183482207e+00,2.293775825458180175e-04,3.515350899132830875e+01,-9.027328386934678761e+00
